"weighted_mean.ppt","weighted_mean.solclear","weighted_mean.solslope","weighted_mean.soltotal","weighted_mean.soltrans","weighted_mean.tdmean","weighted_mean.tmax","weighted_mean.tmean","weighted_mean.tmin","weighted_mean.us_dem","weighted_mean.vpdmax","weighted_mean.vpdmin","HUC"
1253.70202636719,19.8951854705811,12.8809223175049,12.8907852172852,0.635268568992615,2.55319833755493,13.2486371994019,7.7872486114502,2.32686972618103,329.099914550781,9.31432151794434,0.693938374519348,"0107000301"
1297.91552734375,19.8858489990234,12.6880350112915,12.6898832321167,0.622609436511993,2.56136989593506,12.828727722168,7.5800518989563,2.33192706108093,392.347381591797,8.85387992858887,0.731538355350494,"0107000302"
1255.54663085938,19.6649932861328,12.0332889556885,12.0750780105591,0.593108832836151,1.35660755634308,11.4515438079834,5.96695423126221,0.482851654291153,432.706451416016,8.1745662689209,0.510802328586578,"0107000103"
1258.07946777344,19.764196395874,12.6455669403076,12.6468849182129,0.624926388263702,2.28128051757812,13.2413606643677,7.49301910400391,1.74435830116272,285.591369628906,9.59970855712891,0.596480846405029,"0107000304"
1227.18920898438,19.7503242492676,12.5382814407349,12.5428009033203,0.619766652584076,2.08010053634644,12.8627433776855,7.14119720458984,1.41980302333832,314.498565673828,9.31494235992432,0.561202466487885,"0107000305"
1205.70275878906,19.7370662689209,12.2885503768921,12.3071546554565,0.607629060745239,1.76184165477753,12.2347822189331,6.54087781906128,0.844594299793243,359.015533447266,8.78467273712158,0.494834721088409,"0107000107"
1079.15075683594,19.5693416595459,11.9701929092407,11.9993524551392,0.588187396526337,0.997353315353394,11.6741647720337,5.66414880752563,-0.346274137496948,352.074798583984,8.81125164031982,0.459553390741348,"0108010302"
1081.46179199219,19.6884365081787,11.9488544464111,11.9546403884888,0.58198869228363,1.18113660812378,11.3960876464844,5.69778299331665,-0.000614679243881255,413.356109619141,8.37527561187744,0.467418760061264,"0108010504"
1196.9921875,19.6555671691895,12.0742149353027,12.1042251586914,0.591422259807587,1.13223898410797,11.4019784927368,5.68983554840088,-0.0210088919848204,436.876647949219,8.38192653656006,0.481178939342499,"0108010502"
1201.16357421875,19.5464572906494,11.8734006881714,11.8805742263794,0.580735385417938,0.533095240592957,10.6212282180786,4.7444920539856,-1.13267910480499,464.478851318359,8.02918529510498,0.405376076698303,"0108010201"
1137.45202636719,19.6031227111816,11.9741611480713,12.0535583496094,0.592360973358154,1.07405817508698,11.5996761322021,5.85161876678467,0.103487260639668,413.695770263672,8.60559749603271,0.526294589042664,"0108010305"
1142.24780273438,19.6105995178223,11.9867725372314,11.9799375534058,0.583691000938416,0.755728840827942,11.014591217041,5.12813282012939,-0.759219229221344,424.233551025391,8.27999496459961,0.453848004341125,"0108010204"
1505.93371582031,20.0793418884277,12.4817895889282,12.4996891021729,0.603686153888702,1.37649095058441,10.7487211227417,5.32178592681885,-0.104157172143459,650.534057617188,7.048499584198,0.279968470335007,"0108020301"
1353.263671875,19.9747142791748,12.5333166122437,12.5640449523926,0.610205352306366,2.25962471961975,12.4334020614624,6.96085739135742,1.48942720890045,450.664672851562,8.3933219909668,0.475719213485718,"0108020302"
