site_no,Year,ROCK_NAME,ROCK_TYPE,AQ_NAME,AQ_CODE
USGS-380843121205201,2001,Unconsolidated sand and gravel aquifers,100,Central Valley aquifer system,106
USGS-381031121123901,2001,Unconsolidated sand and gravel aquifers,100,Central Valley aquifer system,106
USGS-381100121200501,2001,Unconsolidated sand and gravel aquifers,100,Central Valley aquifer system,106
USGS-381245075404001,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-381535075391701,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-381543075273801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-381543075273802,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-381713075135801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-381754075083601,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-381754075083603,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382014079052701,2001,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-382033075275801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382148075113801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382322075173001,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382342075114501,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382403075233201,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382403075233202,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382418075314201,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382519075241901,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382825075081601,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382927075211701,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-383051075495601,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-383225075565002,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-383231075383101,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-383308075382301,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-383328076153602,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-383403075431701,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-383608075501801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-383645078452101,2001,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-383932090012601,2001,NA,999,Other rocks,999
USGS-384000082102601,2001,Sandstone aquifers,300,Pennsylvanian aquifers,310
USGS-384002075475701,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-384055075454801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-384150075265301,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-384150075265302,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-384322075394401,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-384323075393201,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-384556078385101,2001,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-384606075115801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-384630075524801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-384903075451301,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-384926092251301,2001,Carbonate-rock aquifers,400,Ozark Plateaus aquifer system,405
USGS-385009075445001,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-385009075445002,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-385023076012601,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-385034092252501,2001,NA,999,Other rocks,999
USGS-385132092263301,2001,Carbonate-rock aquifers,400,Ozark Plateaus aquifer system,405
USGS-385149092255501,2001,Carbonate-rock aquifers,400,Ozark Plateaus aquifer system,405
USGS-385154076003801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-385208075460801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-385218092262001,2001,Carbonate-rock aquifers,400,Ozark Plateaus aquifer system,405
USGS-385328092265902,2001,Carbonate-rock aquifers,400,Ozark Plateaus aquifer system,405
USGS-385406092261401,2001,NA,999,Other rocks,999
USGS-385414075493001,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-385419092280001,2001,Carbonate-rock aquifers,400,Ozark Plateaus aquifer system,405
USGS-385557075481201,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-385622075524501,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-385713075253701,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-385817075265101,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-385946088020701,2001,NA,999,Other rocks,999
USGS-390126075575401,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390126075575402,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390128075574501,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390156076184001,2001,NA,NA,NA,NA
USGS-390217076181401,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390235075542201,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390503075354001,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390533075380501,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390608075510001,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390720075463501,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390744084212501,2001,NA,999,Other rocks,999
USGS-390802077283801,2001,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-390850075533201,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390943119474801,2001,NA,999,Other rocks,999
USGS-390949119475501,2001,NA,999,Other rocks,999
USGS-391007119471102,2001,NA,999,Other rocks,999
USGS-391030119480701,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-391100119465101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-391105119481101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-391105119481102,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-391111119481901,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-391125078282401,2001,Sandstone and carbonate-rock aquifers,500,Valley and Ridge aquifers,502
USGS-391226084272501,2001,NA,999,Other rocks,999
USGS-391231078292901,2001,Sandstone and carbonate-rock aquifers,500,Valley and Ridge aquifers,502
USGS-391233075433102,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391255076005601,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391257076083901,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391434084474601,2001,NA,999,Other rocks,999
USGS-391518084485201,2001,NA,999,Other rocks,999
USGS-391600076595401,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-391723077034601,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-391750076035401,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391828075493801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391832075560801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391832075560803,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391849084381901,2001,NA,999,Other rocks,999
USGS-391904084362101,2001,NA,999,Other rocks,999
USGS-391904084362105,2001,NA,999,Other rocks,999
USGS-391927076000301,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391927077120801,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-392008084335501,2001,NA,999,Other rocks,999
USGS-392008084343801,2001,NA,999,Other rocks,999
USGS-392047084325101,2001,NA,999,Other rocks,999
USGS-392049084340301,2001,NA,999,Other rocks,999
USGS-392121084332101,2001,NA,999,Other rocks,999
USGS-392200118454201,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392217078314801,2001,Sandstone and carbonate-rock aquifers,500,Valley and Ridge aquifers,502
USGS-392232118485101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392236118434801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392254118413001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392255118453701,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392325118433101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392337075022302,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392351118462601,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392414075361001,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392415075014601,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392416118494201,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392436075130401,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392439075124501,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392442118380101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392446076434101,2001,Carbonate-rock aquifers,400,Piedmont and Blue Ridge carbonate-rock aquifers,417
USGS-392504077002401,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-392515118462601,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392517077190401,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-392518118462501,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392523075151901,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392531118505401,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392537076423301,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-392538076510101,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-392542118442801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392548118461801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392549118475901,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392551118404901,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392558075051901,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392615118494301,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392618118510601,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392621118522301,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392640075132801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392640118460301,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392648118454001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392649118503801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392650075133101,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392650076433901,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-392654078355101,2001,Sandstone and carbonate-rock aquifers,500,Valley and Ridge aquifers,502
USGS-392659118444001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392714118500501,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392717118470701,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392719118414001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392720118470001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392724118403901,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392725118443001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392730118404701,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392731076420201,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-392739118475601,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392739118530301,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392744075015801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392745118500601,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392750118411501,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392753118510901,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392800118443201,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392801118443201,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392802118432001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392802118443201,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392804118425001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392804118480901,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392806118493001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392811075023601,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392812118422501,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392815118531201,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392816075012101,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392823118503001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392826077244801,2001,Carbonate-rock aquifers,400,Piedmont and Blue Ridge carbonate-rock aquifers,417
USGS-392826118460501,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392830118513201,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392832118514601,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392832118514701,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392835118533301,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392837118462901,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392837118463201,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392839118533101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392842118475401,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392844118485501,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392847118451801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392850118463401,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392851118504401,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392853075005801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392859118474001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392903118524401,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392904118401301,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392907118453701,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392912118354101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392914118400601,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392917084205601,2001,NA,999,Other rocks,999
USGS-392917118502501,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392918118521201,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392919118463501,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392921118400001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392923118462801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392925118482001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392925118512501,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392928076380601,2001,Carbonate-rock aquifers,400,Piedmont and Blue Ridge carbonate-rock aquifers,417
USGS-392929118490701,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392930118520001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392931076410301,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-392938118512401,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392951118520101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392952118523401,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-392956118525701,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393002118525601,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393002118530301,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393004118511301,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393009118471801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393011075532101,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393012118463801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393012118471801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393014118384101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393018118511101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393018118544001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393021118531501,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393036076452901,2001,Carbonate-rock aquifers,400,Piedmont and Blue Ridge carbonate-rock aquifers,417
USGS-393041118433801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393044075171501,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393044118524901,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393047118501801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393048118502301,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393050075164301,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393053075163801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393058076441701,2001,Carbonate-rock aquifers,400,Piedmont and Blue Ridge carbonate-rock aquifers,417
USGS-393101118451801,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393110118324101,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393122075383201,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393129118454601,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393130118502901,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393158076302601,2001,Carbonate-rock aquifers,400,Piedmont and Blue Ridge carbonate-rock aquifers,417
USGS-393208075024501,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393237076495601,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-393252075530801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393341075482101,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393341118431601,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393405084203701,2001,NA,999,Other rocks,999
USGS-393453084131801,2001,NA,999,Other rocks,999
USGS-393453118431001,2001,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-393544076463401,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-393554076384401,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-393559119431902,2001,NA,999,Other rocks,999
USGS-393628076222601,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-393711075110001,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393740075111801,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393754076512401,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-393812084240001,2001,NA,999,Other rocks,999
USGS-393815077353001,2001,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-393937076482101,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-393940074534201,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393947074464501,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393954084132001,2001,NA,999,Other rocks,999
USGS-393956083575601,2001,NA,999,Other rocks,999
USGS-394019076374501,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-394025084132501,2001,NA,999,Other rocks,999
USGS-394103084124901,2001,NA,999,Other rocks,999
USGS-394136080302701,2001,Sandstone aquifers,300,Pennsylvanian aquifers,310
USGS-394200076551201,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-394200077190701,2001,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-394224075340501,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394233074574401,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394234084024301,2001,NA,999,Other rocks,999
USGS-394248076112201,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-394250076370801,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-394256084040701,2001,NA,999,Other rocks,999
USGS-394319076013101,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-394320084044301,2001,NA,999,Other rocks,999
USGS-394340075012701,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394342075040301,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394417075484501,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-394418075591201,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-394446075031001,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394604075003601,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394640074323201,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-395034074112101,2001,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-395145075513601,2001,Carbonate-rock aquifers,400,Piedmont and Blue Ridge carbonate-rock aquifers,417
USGS-395210083565001,2001,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410
USGS-395218084100801,2001,NA,999,Other rocks,999
USGS-395244084011901,2001,NA,999,Other rocks,999
USGS-395247084015801,2001,NA,999,Other rocks,999
USGS-395339075374501,2001,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
