site_no,Year,ROCK_NAME,ROCK_TYPE,AQ_NAME,AQ_CODE
USGS-260728080205002,2000,Carbonate-rock aquifers,400,Biscayne aquifer,414
USGS-261541080112701,2000,Carbonate-rock aquifers,400,Biscayne aquifer,414
USGS-271841098402801,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-282608099455301,2000,Semiconsolidated sand aquifers,200,Texas coastal uplands aquifer system,202
USGS-282838080572402,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-282912081181201,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-283813081292601,2000,NA,999,Other rocks,999
USGS-284256097125001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-284431097071801,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-284604081330301,2000,NA,999,Other rocks,999
USGS-284713097493901,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-285657100373801,2000,NA,999,Other rocks,999
USGS-290819103312601,2000,NA,999,Other rocks,999
USGS-291911103124301,2000,NA,999,Other rocks,999
USGS-292628099401401,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-292842098425001,2000,NA,999,Other rocks,999
USGS-293037099430301,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-293130098573801,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-293314095474702,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-293404098382001,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-293450099433701,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-293516098325501,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-293535098304101,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-293643098264001,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-293644099314601,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-294528097464401,2000,NA,999,Other rocks,999
USGS-294739098075301,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-294903096061401,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-295137097585801,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-295520098242301,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-295528098222301,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-295531092132001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-295640092144801,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-295932092284401,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300111093101601,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300121092005701,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300149095045001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300216093042301,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300259096195001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300614092233001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300626092462901,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300627092464302,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300659092352901,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300718092125801,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300816093280501,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300824096152400,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300825092350001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-300906093585201,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301003092561301,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301009092554501,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301042092211101,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301305097314601,2000,NA,999,Other rocks,999
USGS-301357098471901,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-301411098383101,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-301430098363401,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-301444092211501,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301446092542801,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301451092541401,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301525092425701,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301538092021301,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301545098502801,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-301633098252901,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-301707093223202,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301737093010301,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301906092272401,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-301923098225401,2000,NA,999,Other rocks,999
USGS-301947092320101,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302108093405103,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302109092523101,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302132092234401,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302145092212501,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302220092570201,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302246092400101,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302306098050701,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-302448092510501,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302701095331201,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302723093144201,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302821092171001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302927092490001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-302952092325501,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303001098485201,2000,NA,999,Other rocks,999
USGS-303112092034001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303117097421301,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-303127092404801,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303153093303201,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303237092105501,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303548098211701,2000,NA,999,Other rocks,999
USGS-303550092252401,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303616092331801,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303626093161201,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303647092573301,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303741092213901,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303809097404701,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-303839092435101,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-303859097400901,2000,NA,999,Other rocks,999
USGS-304121092293301,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-304121098224201,2000,NA,999,Other rocks,999
USGS-304125098224001,2000,NA,999,Other rocks,999
USGS-304128092450401,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-304131101492401,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-304140093343502,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-304151097390301,2000,NA,999,Other rocks,999
USGS-304251095060001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-304323098421701,2000,NA,999,Other rocks,999
USGS-304406098130801,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-304409093171801,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-304857092363601,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-304927098211201,2000,NA,999,Other rocks,999
USGS-304939098202401,2000,NA,999,Other rocks,999
USGS-305020093003001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-305502103504101,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-305624097321101,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-305718097314401,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-305723102015801,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-305810093034001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-305949092363001,2000,Semiconsolidated sand aquifers,200,Coastal lowlands aquifer system,201
USGS-310238098104001,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-310813084482901,2000,Carbonate-rock aquifers,400,Floridan aquifer system,413
USGS-310956096402901,2000,Semiconsolidated sand aquifers,200,Texas coastal uplands aquifer system,202
USGS-311015084511901,2000,Carbonate-rock aquifers,400,Floridan aquifer system,413
USGS-311202099321401,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-311327084484101,2000,Carbonate-rock aquifers,400,Floridan aquifer system,413
USGS-311422100490201,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-311442084480001,2000,Carbonate-rock aquifers,400,Floridan aquifer system,413
USGS-312003100370101,2000,NA,999,Other rocks,999
USGS-312025083401101,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-312041103174201,2000,NA,999,Other rocks,999
USGS-312109083340301,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-312356083462001,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-312625083351601,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-312625083352201,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-312648106044701,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-312656101265101,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-312715102402201,2000,Unconsolidated sand and gravel aquifers,100,Pecos River Basin alluvial aquifer,108
USGS-312745097083301,2000,NA,999,Other rocks,999
USGS-312758083232401,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-312848103012901,2000,Unconsolidated sand and gravel aquifers,100,Pecos River Basin alluvial aquifer,108
USGS-312908084151901,2000,Carbonate-rock aquifers,400,Floridan aquifer system,413
USGS-313110094131201,2000,Semiconsolidated sand aquifers,200,Texas coastal uplands aquifer system,202
USGS-313122083110901,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-313122083325101,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-313209083464801,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-313252103010301,2000,Unconsolidated sand and gravel aquifers,100,Pecos River Basin alluvial aquifer,108
USGS-313440084181403,2000,Carbonate-rock aquifers,400,Floridan aquifer system,413
USGS-313551100110801,2000,NA,999,Other rocks,999
USGS-313630083385001,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-313638100400201,2000,NA,999,Other rocks,999
USGS-313841083155401,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-313943100425301,2000,NA,999,Other rocks,999
USGS-313950083425401,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-314107106063301,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-314123083391301,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-314145106163601,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-315009083571001,2000,Carbonate-rock aquifers,400,Floridan aquifer system,413
USGS-315033100584001,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-315042103054301,2000,Unconsolidated sand and gravel aquifers,100,Pecos River Basin alluvial aquifer,108
USGS-315105098241401,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-315245102240201,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-315517106361401,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-315623106360601,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-315643102131101,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-315702102075401,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-315708106362301,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-315757106370201,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-315849098552101,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-320001084032801,2000,Semiconsolidated sand aquifers,200,Southeastern Coastal Plain aquifer system,204
USGS-320010101523701,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-320102084004201,2000,Semiconsolidated sand aquifers,200,Southeastern Coastal Plain aquifer system,204
USGS-320134084003602,2000,Semiconsolidated sand aquifers,200,Southeastern Coastal Plain aquifer system,204
USGS-320143102123101,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-320221101594901,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-320649101215501,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-320816101474601,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-320939099093801,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-321619101495001,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-322054086143801,2000,Semiconsolidated sand aquifers,200,Southeastern Coastal Plain aquifer system,204
USGS-322201097141601,2000,NA,999,Other rocks,999
USGS-322207094034501,2000,Semiconsolidated sand aquifers,200,Texas coastal uplands aquifer system,202
USGS-322220106281701,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322237106282801,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322239086084501,2000,Semiconsolidated sand aquifers,200,Southeastern Coastal Plain aquifer system,204
USGS-322240086080801,2000,Semiconsolidated sand aquifers,200,Southeastern Coastal Plain aquifer system,204
USGS-322249106291801,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322250106302501,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322256106282601,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322300106220001,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322309106290201,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322311106274101,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322315086141501,2000,Semiconsolidated sand aquifers,200,Southeastern Coastal Plain aquifer system,204
USGS-322325106290401,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322347106285801,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322405106290101,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322415106281801,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322437086114801,2000,Semiconsolidated sand aquifers,200,Southeastern Coastal Plain aquifer system,204
USGS-322446106290801,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322503106290801,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322510106274101,2000,Unconsolidated sand and gravel aquifers,100,Rio Grande aquifer system,102
USGS-322537097485701,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-322555102105501,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-322626097454801,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-322805102283801,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-322826102280101,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-322832095245401,2000,Semiconsolidated sand aquifers,200,Texas coastal uplands aquifer system,202
USGS-322928097461701,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-322958097481301,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-323204097500301,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-323356097361801,2000,NA,999,Other rocks,999
USGS-323439097524301,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-323911097131001,2000,NA,999,Other rocks,999
USGS-324210098034701,2000,NA,999,Other rocks,999
USGS-324548097411701,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-324649097442001,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-324810101591201,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-324816097272401,2000,NA,999,Other rocks,999
USGS-324901097284701,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-324926097455001,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-325005097440101,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-325101097313101,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-325335097272401,2000,NA,999,Other rocks,999
USGS-325523102542701,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-325525097304801,2000,NA,999,Other rocks,999
USGS-325525097304802,2000,NA,999,Other rocks,999
USGS-325545098255501,2000,NA,999,Other rocks,999
USGS-325819102501601,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-325819102503701,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-330014097285401,2000,NA,999,Other rocks,999
USGS-330839097412401,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-330906097411701,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-331051102511901,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-331112102160201,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-331233099545201,2000,Unconsolidated sand and gravel aquifers,100,Seymour aquifer,110
USGS-331310100180801,2000,Unconsolidated sand and gravel aquifers,100,Seymour aquifer,110
USGS-331902097472301,2000,Sandstone and carbonate-rock aquifers,500,Edwards-Trinity aquifer system,501
USGS-331933101543701,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-332211080354101,2000,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-332211080354103,2000,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-332211080354104,2000,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-332211080354105,2000,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-332214080354203,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-332624102072901,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-332714102285401,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-332854099441101,2000,Unconsolidated sand and gravel aquifers,100,Seymour aquifer,110
USGS-333039096362901,2000,NA,999,Other rocks,999
USGS-333339080354105,2000,Unconsolidated sand and gravel aquifers,100,Surficial aquifer system,111
USGS-333536102223101,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-333543111421501,2000,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-333545111421501,2000,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-333612099163101,2000,Unconsolidated sand and gravel aquifers,100,Seymour aquifer,110
USGS-333643111404901,2000,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-333647111413901,2000,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-333651111414901,2000,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-333942094503001,2000,NA,999,Other rocks,999
USGS-333954117570201,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-333955101404601,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-334002117583201,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334034117492101,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334043101585701,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-334057117583501,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334102117495901,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334131117540101,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334149117582901,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334212117573601,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334216117532901,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334231117573101,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334242117565901,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334245103011001,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-334248118011401,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334249117580301,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334302117561601,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334302118003901,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334306101504101,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-334317117571501,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334335117584801,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334341117561501,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334352102450601,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-334404117584701,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334418117573301,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334419102045201,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-334420118000001,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334426117580501,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334459117283201,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334500118003001,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334503117543701,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334529118021301,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334559117505801,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334601117582401,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334603117544901,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334608117525601,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334613118005901,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334652118021501,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334659117561201,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334704117561101,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334710117552101,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334720117551901,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334722117491901,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334731117540401,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334740118012701,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334744117594601,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334753117525901,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334833117555501,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334840096434001,2000,NA,999,Other rocks,999
USGS-334844096435701,2000,NA,999,Other rocks,999
USGS-334857102092301,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-334859117520501,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334903117535201,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-334949117544301,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-335000102545701,2000,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-335105117471401,2000,NA,999,Other rocks,999
USGS-335112118090403,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-335112118090404,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-335112118090405,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-335112118090406,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-335118117481401,2000,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
