"huc8","combined"
"10250003","c(""Other rocks"", ""High Plains aquifer"", ""Other rocks"", ""Other rocks"")"
"10250012","High Plains aquifer"
"10250007","High Plains aquifer"
"10250006","High Plains aquifer"
"10250009","High Plains aquifer"
"10250005","High Plains aquifer"
"10260001","c(""High Plains aquifer"", ""Other rocks"")"
"10260003","c(""High Plains aquifer"", ""Other rocks"")"
"10260005","c(""High Plains aquifer"", ""Other rocks"")"
"10260006","c(""High Plains aquifer"", ""Lower Cretaceous aquifers"", ""Other rocks"")"
"10260007","c(""High Plains aquifer"", ""Other rocks"")"
"10260008","c(""High Plains aquifer"", ""Other rocks"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"")"
"10260009","c(""High Plains aquifer"", ""Lower Cretaceous aquifers"", ""Other rocks"")"
"10260010","c(""Other rocks"", ""Lower Cretaceous aquifers"", ""Other rocks"")"
"10260011","c(""High Plains aquifer"", ""Other rocks"")"
"10260012","c(""High Plains aquifer"", ""Other rocks"")"
"10260013","c(""High Plains aquifer"", ""Other rocks"")"
"10260014","c(""High Plains aquifer"", ""Other rocks"")"
"10260015","c(""Other rocks"", ""Lower Cretaceous aquifers"", ""Other rocks"")"
"10260004","c(""High Plains aquifer"", ""Other rocks"")"
"10260002","c(""High Plains aquifer"", ""Other rocks"")"
"10270102","Other rocks"
"10270103","Other rocks"
"10270201","c(""Lower Cretaceous aquifers"", ""High Plains aquifer"", ""Other rocks"", ""Other rocks"")"
"10270206","c(""High Plains aquifer"", ""Other rocks"")"
"10270203","c(""Lower Cretaceous aquifers"", ""High Plains aquifer"", ""Other rocks"")"
"10270202","c(""Lower Cretaceous aquifers"", ""High Plains aquifer"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Lower Cretaceous aquifers"", ""Other rocks"")"
"10270204","c(""Lower Cretaceous aquifers"", ""High Plains aquifer"")"
"10270101","Other rocks"
"10270205","c(""Other rocks"", ""Lower Cretaceous aquifers"")"
"10270207","c(""High Plains aquifer"", ""Other rocks"", ""Lower Cretaceous aquifers"", ""Other rocks"")"
"10270104","Other rocks"
"10280102","Other rocks"
"10280202","c(""Other rocks"", ""Ozark Plateaus aquifer system"")"
"10280101","Other rocks"
"10280103","c(""Other rocks"", ""Ozark Plateaus aquifer system"")"
"10280201","Other rocks"
"10280203","c(""Other rocks"", ""Ozark Plateaus aquifer system"")"
"10290103","Other rocks"
"10290203","c(""Ozark Plateaus aquifer system"", ""Other rocks"", ""Other rocks"", ""Other rocks"")"
"10290104","Other rocks"
"10290101","Other rocks"
"10290102","Other rocks"
"10290106","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"", ""Other rocks"", ""Ozark Plateaus aquifer system"")"
"10290107","c(""Ozark Plateaus aquifer system"", ""Other rocks"")"
"10290109","c(""Other rocks"", ""Ozark Plateaus aquifer system"")"
"10290110","Ozark Plateaus aquifer system"
"10290111","c(""Ozark Plateaus aquifer system"", ""Other rocks"", ""Other rocks"")"
"10290201","c(""Ozark Plateaus aquifer system"", ""Other rocks"")"
"10290202","Ozark Plateaus aquifer system"
"10290105","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Ozark Plateaus aquifer system"", ""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"")"
"10290108","c(""Other rocks"", ""Ozark Plateaus aquifer system"")"
"10300101","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"")"
"10300102","c(""Mississippian aquifers"", ""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"", ""Mississippian aquifers"", ""Other rocks"", ""Other rocks"")"
"10300103","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"")"
"10300104","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"")"
"10300200","c(""Mississippian aquifers"", ""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"")"
"11010014","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Mississippi River Valley alluvial aquifer"")"
"11010001","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"", ""Other rocks"", ""Ozark Plateaus aquifer system"")"
"11010007","c(""Ozark Plateaus aquifer system"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Mississippi River Valley alluvial aquifer"")"
"11010013","c(""Other rocks"", ""Mississippi River Valley alluvial aquifer"")"
"11010004","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Mississippi River Valley alluvial aquifer"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"")"
"11010005","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"")"
"11010009","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Mississippi River Valley alluvial aquifer"", ""Other rocks"")"
"11010010","c(""Ozark Plateaus aquifer system"", ""Mississippi River Valley alluvial aquifer"")"
"11010012","c(""Ozark Plateaus aquifer system"", ""Mississippi River Valley alluvial aquifer"")"
"11010003","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"", ""Other rocks"")"
"11010006","Ozark Plateaus aquifer system"
"11010011","c(""Ozark Plateaus aquifer system"", ""Mississippi River Valley alluvial aquifer"")"
"11010002","Ozark Plateaus aquifer system"
"11010008","c(""Ozark Plateaus aquifer system"", ""Other rocks"", ""Mississippi River Valley alluvial aquifer"", ""Other rocks"", ""Other rocks"", ""Other rocks"")"
"11020001","Other rocks"
"11020003","c(""Other rocks"", ""Denver Basin aquifer system"")"
"11020002","Other rocks"
"11020004","c(""Other rocks"", ""Denver Basin aquifer system"")"
"11020005","c(""Other rocks"", ""Denver Basin aquifer system"")"
"11020006","Other rocks"
"11020007","Other rocks"
"11020008","c(""Other rocks"", ""Denver Basin aquifer system"")"
"11020009","c(""Other rocks"", ""High Plains aquifer"")"
"11020011","c(""Other rocks"", ""High Plains aquifer"", ""Denver Basin aquifer system"")"
"11020012","c(""Other rocks"", ""Denver Basin aquifer system"")"
"11020013","c(""Other rocks"", ""High Plains aquifer"")"
"11020010","c(""Other rocks"", ""High Plains aquifer"")"
"11030001","c(""Other rocks"", ""High Plains aquifer"")"
"11030003","High Plains aquifer"
"11030004","c(""High Plains aquifer"", ""Other rocks"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"")"
"11030005","c(""High Plains aquifer"", ""Other rocks"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"")"
"11030006","c(""High Plains aquifer"", ""Other rocks"", ""Lower Cretaceous aquifers"")"
"11030007","c(""High Plains aquifer"", ""Other rocks"")"
"11030008","c(""High Plains aquifer"", ""Other rocks"")"
"11030009","c(""High Plains aquifer"", ""Lower Cretaceous aquifers"")"
"11030010","c(""High Plains aquifer"", ""Other rocks"")"
"11030011","c(""High Plains aquifer"", ""Lower Cretaceous aquifers"", ""Other rocks"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"")"
"11030012","c(""High Plains aquifer"", ""Other rocks"", ""Lower Cretaceous aquifers"", ""Other rocks"")"
"11030013","c(""High Plains aquifer"", ""Other rocks"")"
"11030014","c(""High Plains aquifer"", ""Other rocks"", ""Other rocks"")"
"11030015","c(""High Plains aquifer"", ""Other rocks"", ""Other rocks"")"
"11030017","c(""High Plains aquifer"", ""Other rocks"")"
"11030018","Other rocks"
"11030002","c(""Other rocks"", ""High Plains aquifer"")"
"11030016","c(""High Plains aquifer"", ""Other rocks"")"
"11040006","c(""High Plains aquifer"", ""Other rocks"")"
"11040002","c(""Other rocks"", ""High Plains aquifer"")"
"11040008","c(""High Plains aquifer"", ""Other rocks"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"")"
"11040001","c(""Other rocks"", ""High Plains aquifer"")"
"11040004","High Plains aquifer"
"11040007","c(""High Plains aquifer"", ""Other rocks"")"
"11040003","High Plains aquifer"
"11040005","c(""Other rocks"", ""High Plains aquifer"", ""Other rocks"")"
"11050001","c(""High Plains aquifer"", ""Other rocks"")"
"11050003","c(""Other rocks"", ""Ada-Vamoosa aquifer"", ""Central Oklahoma aquifer"")"
"11050002","c(""Other rocks"", ""Central Oklahoma aquifer"")"
"11060006","c(""Other rocks"", ""Ada-Vamoosa aquifer"")"
"11060001","Other rocks"
"11060002","c(""High Plains aquifer"", ""Other rocks"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"", ""Lower Cretaceous aquifers"")"
"11060004","c(""High Plains aquifer"", ""Other rocks"")"
"11060005","c(""High Plains aquifer"", ""Other rocks"")"
"11060003","c(""High Plains aquifer"", ""Other rocks"", ""Lower Cretaceous aquifers"")"
"11070107","c(""Other rocks"", ""Ada-Vamoosa aquifer"")"
"11070103","Other rocks"
"11070106","c(""Other rocks"", ""Ada-Vamoosa aquifer"")"
"11070105","Other rocks"
"11070209","c(""Other rocks"", ""Ozark Plateaus aquifer system"")"
"11070206","c(""Other rocks"", ""Ozark Plateaus aquifer system"")"
"11070208","c(""Ozark Plateaus aquifer system"", ""Other rocks"", ""Other rocks"", ""Other rocks"")"
"11070101","Other rocks"
"11070102","Other rocks"
"11070104","Other rocks"
"11070201","Other rocks"
"11070203","Other rocks"
"11070204","Other rocks"
"11070205","Other rocks"
"11070207","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Ozark Plateaus aquifer system"")"
"11070202","c(""High Plains aquifer"", ""Other rocks"", ""Lower Cretaceous aquifers"")"
"11080001","Other rocks"
"11080008","c(""Other rocks"", ""High Plains aquifer"")"
"11080002","Other rocks"
"11080003","Other rocks"
"11080005","Other rocks"
"11080006","c(""Other rocks"", ""High Plains aquifer"")"
"11080007","c(""Other rocks"", ""High Plains aquifer"")"
"11080004","Other rocks"
"11090202","c(""Other rocks"", ""Ada-Vamoosa aquifer"", ""Central Oklahoma aquifer"")"
"11090106","c(""Other rocks"", ""High Plains aquifer"")"
"11090105","c(""Other rocks"", ""High Plains aquifer"")"
"11090203","c(""Other rocks"", ""Ada-Vamoosa aquifer"", ""Central Oklahoma aquifer"")"
"11090204","Other rocks"
"11090101","c(""Other rocks"", ""High Plains aquifer"")"
"11090104","c(""Other rocks"", ""High Plains aquifer"", ""Other rocks"")"
"11090201","c(""High Plains aquifer"", ""Other rocks"", ""Rush Springs aquifer"")"
"11090102","c(""Other rocks"", ""High Plains aquifer"")"
"11090103","c(""High Plains aquifer"", ""Other rocks"")"
"11100302","c(""Other rocks"", ""Ada-Vamoosa aquifer"", ""Central Oklahoma aquifer"")"
"11100203","c(""High Plains aquifer"", ""Other rocks"")"
"11100201","c(""High Plains aquifer"", ""Other rocks"")"
"11100104","c(""High Plains aquifer"", ""Other rocks"")"
"11100301","c(""High Plains aquifer"", ""Other rocks"")"
"11100303","c(""Other rocks"", ""Ada-Vamoosa aquifer"", ""Central Oklahoma aquifer"")"
"11100101","c(""Other rocks"", ""High Plains aquifer"", ""Other rocks"")"
"11100102","c(""High Plains aquifer"", ""Other rocks"")"
"11100103","High Plains aquifer"
"11100202","High Plains aquifer"
"11110103","c(""Other rocks"", ""Ozark Plateaus aquifer system"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Ozark Plateaus aquifer system"", ""Ozark Plateaus aquifer system"")"
"11110105","Other rocks"
"11110201","Other rocks"
"11110202","Other rocks"
"11110207","c(""Other rocks"", ""Mississippi River Valley alluvial aquifer"", ""Mississippi embayment aquifer system"", ""Mississippi embayment aquifer system"")"
"11110102","c(""Other rocks"", ""Ozark Plateaus aquifer system"")"
"11110101","c(""Other rocks"", ""Ada-Vamoosa aquifer"")"
"11110104","c(""Other rocks"", ""Ozark Plateaus aquifer system"")"
"11110203","Other rocks"
"11110204","Other rocks"
"11110205","Other rocks"
"11110206","Other rocks"
"11120303","Other rocks"
"11120103","c(""High Plains aquifer"", ""Other rocks"", ""Seymour aquifer"")"
"11120104","c(""High Plains aquifer"", ""Other rocks"")"
"11120201","c(""High Plains aquifer"", ""Other rocks"")"
"11120301","c(""High Plains aquifer"", ""Other rocks"")"
"11120202","c(""High Plains aquifer"", ""Other rocks"", ""Blaine aquifer"", ""Seymour aquifer"", ""Other rocks"")"
"11120302","c(""High Plains aquifer"", ""Other rocks"", ""Blaine aquifer"")"
"11120304","c(""High Plains aquifer"", ""Other rocks"", ""Blaine aquifer"", ""Other rocks"", ""Other rocks"")"
"11120102","c(""Other rocks"", ""High Plains aquifer"")"
"11120101","High Plains aquifer"
"11120105","c(""High Plains aquifer"", ""Other rocks"", ""Blaine aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"")"
"11130302","c(""Other rocks"", ""Rush Springs aquifer"")"
"11130301","c(""High Plains aquifer"", ""Other rocks"")"
"11130103","c(""High Plains aquifer"", ""Other rocks"", ""Blaine aquifer"", ""Seymour aquifer"", ""Seymour aquifer"")"
"11130104","c(""High Plains aquifer"", ""Other rocks"", ""Blaine aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"")"
"11130105","c(""Other rocks"", ""Blaine aquifer"", ""Seymour aquifer"", ""Seymour aquifer"")"
"11130204","c(""Other rocks"", ""Blaine aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"")"
"11130205","c(""Other rocks"", ""Blaine aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"")"
"11130206","c(""Other rocks"", ""Seymour aquifer"")"
"11130207","Other rocks"
"11130209","c(""Other rocks"", ""Seymour aquifer"")"
"11130202","c(""Other rocks"", ""Rush Springs aquifer"")"
"11130203","Other rocks"
"11130208","c(""Other rocks"", ""Rush Springs aquifer"")"
"11130303","c(""Other rocks"", ""Rush Springs aquifer"", ""Arbuckle-Simpson aquifer"", ""Arbuckle-Simpson aquifer"", ""Edwards-Trinity aquifer system"")"
"11130304","c(""Other rocks"", ""Arbuckle-Simpson aquifer"", ""Arbuckle-Simpson aquifer"", ""Edwards-Trinity aquifer system"")"
"11130102","Other rocks"
"11130201","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"11130101","c(""Other rocks"", ""Blaine aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"")"
"11130210","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"11140202","Mississippi embayment aquifer system"
"11140206","c(""Mississippi embayment aquifer system"", ""Texas coastal uplands aquifer system"")"
"11140207","c(""Mississippi embayment aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"11140208","Mississippi embayment aquifer system"
"11140104","c(""Other rocks"", ""Arbuckle-Simpson aquifer"", ""Edwards-Trinity aquifer system"")"
"11140103","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"11140106","c(""Other rocks"", ""Mississippi embayment aquifer system"", ""Edwards-Trinity aquifer system"", ""Texas coastal uplands aquifer system"")"
"11140301","Other rocks"
"11140303","c(""Other rocks"", ""Texas coastal uplands aquifer system"")"
"11140305","c(""Other rocks"", ""Texas coastal uplands aquifer system"")"
"11140306","c(""Mississippi embayment aquifer system"", ""Texas coastal uplands aquifer system"")"
"11140307","Texas coastal uplands aquifer system"
"11140102","c(""Other rocks"", ""Arbuckle-Simpson aquifer"", ""Edwards-Trinity aquifer system"")"
"11140107","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"11140105","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"11140109","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"11140201","c(""Other rocks"", ""Mississippi embayment aquifer system"", ""Texas coastal uplands aquifer system"")"
"11140205","c(""Other rocks"", ""Mississippi embayment aquifer system"")"
"11140108","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"11140204","Mississippi embayment aquifer system"
"11140209","Mississippi embayment aquifer system"
"11140203","Mississippi embayment aquifer system"
"11140304","c(""Mississippi embayment aquifer system"", ""Texas coastal uplands aquifer system"")"
"11140302","c(""Other rocks"", ""Mississippi embayment aquifer system"", ""Texas coastal uplands aquifer system"")"
"11140101","Other rocks"
"12010001","c(""Other rocks"", ""Texas coastal uplands aquifer system"")"
"12010002","c(""Mississippi embayment aquifer system"", ""Texas coastal uplands aquifer system"")"
"12010003","c(""Other rocks"", ""Texas coastal uplands aquifer system"")"
"12010004","c(""Mississippi embayment aquifer system"", ""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12010005","c(""Mississippi embayment aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12020003","c(""Coastal lowlands aquifer system"", ""Other rocks"")"
"12020001","Texas coastal uplands aquifer system"
"12020002","c(""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12020004","Texas coastal uplands aquifer system"
"12020005","c(""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12020006","Coastal lowlands aquifer system"
"12020007","Coastal lowlands aquifer system"
"12030101","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12030102","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12030103","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12030104","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12030105","c(""Other rocks"", ""Texas coastal uplands aquifer system"")"
"12030106","Other rocks"
"12030107","c(""Other rocks"", ""Texas coastal uplands aquifer system"")"
"12030108","c(""Other rocks"", ""Texas coastal uplands aquifer system"")"
"12030109","c(""Other rocks"", ""Texas coastal uplands aquifer system"")"
"12030201","c(""Other rocks"", ""Texas coastal uplands aquifer system"")"
"12030202","c(""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12030203","Coastal lowlands aquifer system"
"12040101","c(""Coastal lowlands aquifer system"", ""Other rocks"")"
"12040102","Coastal lowlands aquifer system"
"12040103","Coastal lowlands aquifer system"
"12040104","Coastal lowlands aquifer system"
"12040203","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"12040202","Coastal lowlands aquifer system"
"12040204","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"12040205","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"12040201","Coastal lowlands aquifer system"
"12050003","c(""High Plains aquifer"", ""Other rocks"")"
"12050004","c(""High Plains aquifer"", ""Other rocks"", ""Seymour aquifer"", ""Seymour aquifer"")"
"12050006","c(""High Plains aquifer"", ""Other rocks"", ""Seymour aquifer"")"
"12050007","c(""High Plains aquifer"", ""Other rocks"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"")"
"12050001","c(""Other rocks"", ""Other rocks"", ""High Plains aquifer"", ""Other rocks"")"
"12050002","High Plains aquifer"
"12050005","High Plains aquifer"
"12060101","c(""Other rocks"", ""Blaine aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"")"
"12060102","c(""Other rocks"", ""Seymour aquifer"", ""Seymour aquifer"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12060103","c(""Other rocks"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"", ""Seymour aquifer"")"
"12060104","Other rocks"
"12060105","c(""Other rocks"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12060201","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12060202","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12060203","Other rocks"
"12060204","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12070101","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12070102","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12070103","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12070201","c(""Other rocks"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12070202","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12070203","c(""Other rocks"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12070204","c(""Other rocks"", ""Texas coastal uplands aquifer system"")"
"12070205","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12070104","Coastal lowlands aquifer system"
"12080002","c(""High Plains aquifer"", ""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12080005","c(""High Plains aquifer"", ""Edwards-Trinity aquifer system"")"
"12080008","c(""Other rocks"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12080001","c(""Other rocks"", ""High Plains aquifer"")"
"12080003","c(""Other rocks"", ""High Plains aquifer"")"
"12080004","c(""Other rocks"", ""High Plains aquifer"", ""Edwards-Trinity aquifer system"")"
"12080007","c(""High Plains aquifer"", ""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12080006","High Plains aquifer"
"12090402","Coastal lowlands aquifer system"
"12090108","c(""Other rocks"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12090109","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12090110","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12090201","c(""Other rocks"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12090202","Edwards-Trinity aquifer system"
"12090204","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12090205","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12090206","c(""Other rocks"", ""Edwards-Trinity aquifer system"", ""Other rocks"")"
"12090302","Coastal lowlands aquifer system"
"12090401","Coastal lowlands aquifer system"
"12090101","c(""Other rocks"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12090102","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12090103","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12090104","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12090105","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12090106","c(""Other rocks"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12090107","c(""Other rocks"", ""Edwards-Trinity aquifer system"", ""Edwards-Trinity aquifer system"")"
"12090203","Edwards-Trinity aquifer system"
"12090301","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12100201","Edwards-Trinity aquifer system"
"12100202","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Edwards-Trinity aquifer system"", ""Other rocks"")"
"12100203","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Edwards-Trinity aquifer system"")"
"12100204","Coastal lowlands aquifer system"
"12100301","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Edwards-Trinity aquifer system"")"
"12100303","c(""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12100304","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Edwards-Trinity aquifer system"", ""Other rocks"")"
"12100402","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"12100404","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"12100406","Coastal lowlands aquifer system"
"12100407","Coastal lowlands aquifer system"
"12100401","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"12100403","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"12100405","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"12100101","c(""Coastal lowlands aquifer system"", ""Other rocks"")"
"12100302","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Edwards-Trinity aquifer system"")"
"12100102","Coastal lowlands aquifer system"
"12110101","Edwards-Trinity aquifer system"
"12110102","c(""Other rocks"", ""Edwards-Trinity aquifer system"")"
"12110103","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Edwards-Trinity aquifer system"")"
"12110104","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Edwards-Trinity aquifer system"")"
"12110105","c(""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12110106","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Edwards-Trinity aquifer system"")"
"12110107","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Edwards-Trinity aquifer system"")"
"12110108","c(""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12110109","c(""Other rocks"", ""Texas coastal uplands aquifer system"", ""Other rocks"")"
"12110110","c(""Texas coastal uplands aquifer system"", ""Coastal lowlands aquifer system"", ""Other rocks"")"
"12110111","Coastal lowlands aquifer system"
"12110201","Coastal lowlands aquifer system"
"12110204","Coastal lowlands aquifer system"
"12110205","Coastal lowlands aquifer system"
"12110206","Coastal lowlands aquifer system"
"12110202","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"12110203","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"12110207","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", 
""Coastal lowlands aquifer system"")"
