"huc8","combined"
"03130005","c(""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Southeastern Coastal Plain aquifer system"")"
"03130006","c(""Southeastern Coastal Plain aquifer system"", ""Other rocks"", ""Floridan aquifer system"")"
"03130007","c(""Southeastern Coastal Plain aquifer system"", ""Floridan aquifer system"")"
"03130008","c(""Surficial aquifer system"", ""Other rocks"", ""Floridan aquifer system"")"
"03130009","c(""Southeastern Coastal Plain aquifer system"", ""Floridan aquifer system"")"
"03130010","c(""Southeastern Coastal Plain aquifer system"", ""Floridan aquifer system"")"
"03130011","c(""Surficial aquifer system"", ""Other rocks"", ""Floridan aquifer system"", ""Surficial aquifer system"")"
"03130013","Surficial aquifer system"
"03130012","c(""Southeastern Coastal Plain aquifer system"", ""Surficial aquifer system"", ""Other rocks"", ""Floridan aquifer system"")"
"03140201","c(""Southeastern Coastal Plain aquifer system"", ""Floridan aquifer system"")"
"03140302","Southeastern Coastal Plain aquifer system"
"03140303","c(""Southeastern Coastal Plain aquifer system"", ""Surficial aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"", ""Floridan aquifer system"")"
"03140304","c(""Southeastern Coastal Plain aquifer system"", ""Mississippi embayment aquifer system"", ""Surficial aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"", ""Floridan aquifer system"")"
"03140106","Coastal lowlands aquifer system"
"03140301","c(""Southeastern Coastal Plain aquifer system"", ""Surficial aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"", ""Floridan aquifer system"")"
"03140103","c(""Southeastern Coastal Plain aquifer system"", ""Surficial aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"", ""Floridan aquifer system"")"
"03140104","c(""Surficial aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"")"
"03140202","c(""Southeastern Coastal Plain aquifer system"", ""Surficial aquifer system"", ""Other rocks"", ""Floridan aquifer system"")"
"03140305","c(""Surficial aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"")"
"03140107","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"03140102","c(""Surficial aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"03140105","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"03140203","c(""Surficial aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"", ""Floridan aquifer system"")"
"03140101","c(""Surficial aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"", ""Surficial aquifer system"", ""Other rocks"", ""Surficial aquifer system"")"
"03150106","c(""Valley and Ridge aquifers"", ""Pennsylvanian aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge aquifers"")"
"03150204","c(""Southeastern Coastal Plain aquifer system"", ""Mississippi embayment aquifer system"", ""Surficial aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"", ""Floridan aquifer system"")"
"03150109","Piedmont and Blue Ridge crystalline-rock aquifers"
"03150201","Southeastern Coastal Plain aquifer system"
"03150203","c(""Southeastern Coastal Plain aquifer system"", ""Other rocks"", ""Mississippi embayment aquifer system"")"
"03150107","c(""Valley and Ridge aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Southeastern Coastal Plain aquifer system"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"03150108","Piedmont and Blue Ridge crystalline-rock aquifers"
"03150110","c(""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Southeastern Coastal Plain aquifer system"")"
"03150202","c(""Valley and Ridge aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Southeastern Coastal Plain aquifer system"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"03150101","c(""Valley and Ridge aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"03150102","c(""Valley and Ridge aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"03150103","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"03150104","c(""Valley and Ridge aquifers"", ""Valley and Ridge aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge aquifers"")"
"03150105","c(""Valley and Ridge aquifers"", ""Valley and Ridge aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"03160204","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"03160105","c(""Pennsylvanian aquifers"", ""Southeastern Coastal Plain aquifer system"")"
"03160107","c(""Pennsylvanian aquifers"", ""Southeastern Coastal Plain aquifer system"", ""Southeastern Coastal Plain aquifer system"")"
"03160109","c(""Pennsylvanian aquifers"", ""Valley and Ridge aquifers"")"
"03160110","c(""Pennsylvanian aquifers"", ""Other rocks"", ""Southeastern Coastal Plain aquifer system"")"
"03160111","c(""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge aquifers"", ""Pennsylvanian aquifers"", ""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"03160113","c(""Valley and Ridge aquifers"", ""Pennsylvanian aquifers"", ""Southeastern Coastal Plain aquifer system"", ""Other rocks"")"
"03160201","c(""Southeastern Coastal Plain aquifer system"", ""Other rocks"", ""Mississippi embayment aquifer system"", ""Surficial aquifer system"", ""Other rocks"")"
"03160106","c(""Southeastern Coastal Plain aquifer system"", ""Other rocks"")"
"03160102","c(""Southeastern Coastal Plain aquifer system"", ""Other rocks"")"
"03160101","c(""Pennsylvanian aquifers"", ""Other rocks"", ""Southeastern Coastal Plain aquifer system"", ""Other rocks"")"
"03160103","c(""Pennsylvanian aquifers"", ""Southeastern Coastal Plain aquifer system"")"
"03160203","c(""Mississippi embayment aquifer system"", ""Surficial aquifer system"", ""Coastal lowlands aquifer system"")"
"03160112","c(""Valley and Ridge aquifers"", ""Pennsylvanian aquifers"", ""Southeastern Coastal Plain aquifer system"", ""Valley and Ridge carbonate-rock aquifers"", ""Southeastern Coastal Plain aquifer system"", ""Southeastern Coastal Plain aquifer system"", ""Valley and Ridge carbonate-rock aquifers"")"
"03160104","c(""Southeastern Coastal Plain aquifer system"", ""Other rocks"")"
"03160202","c(""Other rocks"", ""Mississippi embayment aquifer system"")"
"03160205","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"03160108","c(""Other rocks"", ""Mississippi embayment aquifer system"")"
"03170002","c(""Mississippi embayment aquifer system"", ""Surficial aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"")"
"03170004","c(""Mississippi embayment aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"")"
"03170006","Coastal lowlands aquifer system"
"03170007","Coastal lowlands aquifer system"
"03170003","c(""Other rocks"", ""Coastal lowlands aquifer system"")"
"03170008","Coastal lowlands aquifer system"
"03170001","c(""Mississippi embayment aquifer system"", ""Other rocks"")"
"03170005","c(""Other rocks"", ""Coastal lowlands aquifer system"")"
"03170009","c(""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", 
""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", 
""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"", ""Coastal lowlands aquifer system"")"
"03180004","Coastal lowlands aquifer system"
"03180002","c(""Mississippi embayment aquifer system"", ""Other rocks"", ""Coastal lowlands aquifer system"")"
"03180003","Coastal lowlands aquifer system"
"03180001","c(""Other rocks"", ""Mississippi embayment aquifer system"", ""Other rocks"")"
"03180005","Coastal lowlands aquifer system"
"04010101","Other rocks"
"04010201","c(""Other rocks"", ""Lower Cretaceous aquifers"", ""Cambrian-Ordovician aquifer system"")"
"04010301","c(""Other rocks"", ""Other rocks"", ""Cambrian-Ordovician aquifer system"")"
"04010302","c(""Other rocks"", ""Jacobsville aquifer"", ""Cambrian-Ordovician aquifer system"")"
"04010202","Other rocks"
"04010102","Other rocks"
"04020102","c(""Other rocks"", ""Jacobsville aquifer"")"
"04020104","c(""Other rocks"", ""Jacobsville aquifer"")"
"04020105","c(""Other rocks"", ""Jacobsville aquifer"")"
"04020201","c(""Other rocks"", ""Cambrian-Ordovician aquifer system"", ""Jacobsville aquifer"", ""Jacobsville aquifer"", ""Other rocks"")"
"04020101","c(""Other rocks"", ""Jacobsville aquifer"")"
"04020103","c(""Other rocks"", ""Jacobsville aquifer"", ""Other rocks"", ""Jacobsville aquifer"")"
"04020203","c(""Cambrian-Ordovician aquifer system"", ""Other rocks"")"
"04020202","c(""Cambrian-Ordovician aquifer system"", ""Jacobsville aquifer"", ""Other rocks"", ""Silurian-Devonian aquifers"")"
"04030106","Other rocks"
"04030107","Other rocks"
"04030101","c(""Silurian-Devonian aquifers"", ""Other rocks"")"
"04030102","c(""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Other rocks"")"
"04030204","c(""Cambrian-Ordovician aquifer system"", ""Silurian-Devonian aquifers"", ""Other rocks"")"
"04030103","Cambrian-Ordovician aquifer system"
"04030104","c(""Other rocks"", ""Cambrian-Ordovician aquifer system"")"
"04030105","c(""Other rocks"", ""Cambrian-Ordovician aquifer system"", ""Other rocks"")"
"04030109","c(""Other rocks"", ""Cambrian-Ordovician aquifer system"", ""Other rocks"")"
"04030108","c(""Other rocks"", ""Cambrian-Ordovician aquifer system"", ""Other rocks"")"
"04030110","c(""Other rocks"", ""Cambrian-Ordovician aquifer system"", ""Other rocks"")"
"04030111","c(""Cambrian-Ordovician aquifer system"", ""Other rocks"", ""Other rocks"")"
"04030112","c(""Cambrian-Ordovician aquifer system"", ""Other rocks"", ""Silurian-Devonian aquifers"")"
"04030113","c(""Cambrian-Ordovician aquifer system"", ""Other rocks"", ""Silurian-Devonian aquifers"")"
"04030114","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"04030201","Cambrian-Ordovician aquifer system"
"04030202","c(""Other rocks"", ""Cambrian-Ordovician aquifer system"", ""Other rocks"")"
"04030203","c(""Cambrian-Ordovician aquifer system"", ""Silurian-Devonian aquifers"", ""Other rocks"")"
"04040003","c(""Silurian-Devonian aquifers"", ""Other rocks"")"
"04040002","Silurian-Devonian aquifers"
"04040001","c(""Silurian-Devonian aquifers"", ""Other rocks"")"
"04050004","c(""Marshall aquifer"", ""Pennsylvanian aquifers"", ""Marshall aquifer"", ""Other rocks"", ""Other rocks"")"
"04050002","c(""Marshall aquifer"", ""Other rocks"")"
"04050006","c(""Other rocks"", ""Marshall aquifer"", ""Pennsylvanian aquifers"", ""Other rocks"", ""Pennsylvanian aquifers"")"
"04050003","c(""Other rocks"", ""Marshall aquifer"", ""Pennsylvanian aquifers"", ""Other rocks"", ""Other rocks"")"
"04050005","c(""Other rocks"", ""Pennsylvanian aquifers"")"
"04050007","c(""Other rocks"", ""Marshall aquifer"", ""Pennsylvanian aquifers"", ""Other rocks"")"
"04050001","c(""Silurian-Devonian aquifers"", ""Marshall aquifer"", ""Other rocks"")"
"04060104","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"")"
"04060103","c(""Other rocks"", ""Marshall aquifer"", ""Marshall aquifer"", ""Pennsylvanian aquifers"", ""Other rocks"")"
"04060105","c(""Silurian-Devonian aquifers"", ""Other rocks"", ""Silurian-Devonian aquifers"", ""Marshall aquifer"", ""Marshall aquifer"")"
"04060102","c(""Other rocks"", ""Marshall aquifer"", ""Pennsylvanian aquifers"", ""Other rocks"", ""Pennsylvanian aquifers"")"
"04060101","c(""Other rocks"", ""Marshall aquifer"", ""Pennsylvanian aquifers"", ""Other rocks"", ""Pennsylvanian aquifers"")"
"04070003","c(""Silurian-Devonian aquifers"", ""Other rocks"")"
"04070004","c(""Silurian-Devonian aquifers"", ""Other rocks"", ""Other rocks"")"
"04070005","c(""Silurian-Devonian aquifers"", ""Other rocks"", ""Other rocks"")"
"04070006","c(""Silurian-Devonian aquifers"", ""Other rocks"")"
"04070007","c(""Other rocks"", ""Marshall aquifer"", ""Pennsylvanian aquifers"")"
"04080204","c(""Pennsylvanian aquifers"", ""Marshall aquifer"", ""Other rocks"", ""Other rocks"")"
"04080202","c(""Other rocks"", ""Pennsylvanian aquifers"")"
"04080201","c(""Other rocks"", ""Pennsylvanian aquifers"")"
"04080104","c(""Marshall aquifer"", ""Other rocks"")"
"04080203","c(""Other rocks"", ""Marshall aquifer"", ""Pennsylvanian aquifers"", ""Marshall aquifer"", ""Other rocks"", ""Other rocks"")"
"04080205","c(""Pennsylvanian aquifers"", ""Marshall aquifer"", ""Other rocks"", ""Other rocks"")"
"04080101","c(""Other rocks"", ""Marshall aquifer"", ""Pennsylvanian aquifers"")"
"04080102","c(""Other rocks"", ""Pennsylvanian aquifers"")"
"04080103","c(""Pennsylvanian aquifers"", ""Marshall aquifer"", ""Other rocks"", ""Other rocks"")"
"04080206","c(""Pennsylvanian aquifers"", ""Other rocks"")"
"04090003","c(""Silurian-Devonian aquifers"", ""Marshall aquifer"", ""Other rocks"")"
"04090001","c(""Marshall aquifer"", ""Other rocks"")"
"04090002","c(""Silurian-Devonian aquifers"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"")"
"04090007","NA"
"04090006","NA"
"04090004","c(""Silurian-Devonian aquifers"", ""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"")"
"04100013","c(""Silurian-Devonian aquifers"", ""Marshall aquifer"", ""Pennsylvanian aquifers"", ""Other rocks"", ""Other rocks"")"
"04100011","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"04100012","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"04100007","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Other rocks"")"
"04100008","Silurian-Devonian aquifers"
"04100009","c(""Silurian-Devonian aquifers"", ""Other rocks"")"
"04100010","Silurian-Devonian aquifers"
"04100001","c(""Silurian-Devonian aquifers"", ""Other rocks"")"
"04100006","c(""Marshall aquifer"", ""Other rocks"")"
"04100002","c(""Silurian-Devonian aquifers"", ""Marshall aquifer"", ""Other rocks"")"
"04100004","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"04100005","c(""Silurian-Devonian aquifers"", ""Other rocks"")"
"04100003","c(""Silurian-Devonian aquifers"", ""Other rocks"")"
"04110004","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"04110002","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"04110001","c(""Other rocks"", ""Mississippian aquifers"")"
"04110003","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"04120102","Other rocks"
"04120101","Other rocks"
"04120103","c(""Other rocks"", ""New York and New England carbonate-rock aquifers"")"
"04130002","Other rocks"
"04130003","c(""Other rocks"", ""Other rocks"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04130001","c(""Other rocks"", ""Other rocks"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04140301","c(""Other rocks"", ""New York and New England carbonate-rock aquifers"", ""New York sandstone aquifers"")"
"04140201","c(""Other rocks"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""Other rocks"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04140203","c(""Other rocks"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04140101","c(""Other rocks"", ""New York sandstone aquifers"", ""Other rocks"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04140102","c(""Other rocks"", ""New York and New England carbonate-rock aquifers"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04140302","c(""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04140202","c(""Other rocks"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04160004","NA"
"04160002","NA"
"04160001","NA"
"04160003","NA"
"04170004","NA"
"04170006","NA"
"04170005","NA"
"04170003","NA"
"04170001","NA"
"04170002","NA"
"04180000","c(""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Jacobsville aquifer"", ""Other rocks"", ""Jacobsville aquifer"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", 
""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Jacobsville aquifer"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Jacobsville aquifer"", ""Cambrian-Ordovician aquifer system"", 
""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Jacobsville aquifer"", ""Cambrian-Ordovician aquifer system"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Jacobsville aquifer"", ""Cambrian-Ordovician aquifer system"", ""Cambrian-Ordovician aquifer system"", ""Other rocks"", ""Jacobsville aquifer"", ""Other rocks"", ""Jacobsville aquifer"", ""Other rocks"", ""Jacobsville aquifer"", ""Other rocks"", 
""Jacobsville aquifer"")"
"04190000","c(""Cambrian-Ordovician aquifer system"", ""Other rocks"", ""Silurian-Devonian aquifers"", ""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Other rocks"", 
""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Other rocks"", ""Silurian-Devonian aquifers"", 
""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Silurian-Devonian aquifers"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Other rocks"", ""Marshall aquifer"", ""Cambrian-Ordovician aquifer system"", ""Other rocks"")"
"04200001","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"04200008","NA"
"04200009","NA"
"04200006","NA"
"04200007","NA"
"04200005","NA"
"04200004","NA"
"04200002","c(""Cambrian-Ordovician aquifer system"", ""Jacobsville aquifer"", ""Other rocks"", ""Jacobsville aquifer"", ""Other rocks"", ""Other rocks"", ""Cambrian-Ordovician aquifer system"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Silurian-Devonian aquifers"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", 
""Other rocks"", ""Other rocks"")"
"04200003","NA"
"04210003","NA"
"04210004","NA"
"04210002","NA"
"04210001","NA"
"04220003","NA"
"04220004","NA"
"04220002","NA"
"04220001","NA"
"04230006","NA"
"04230005","NA"
"04230004","NA"
"04230002","NA"
"04230003","NA"
"04230001","NA"
"04240001","NA"
"04240002","c(""Silurian-Devonian aquifers"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Silurian-Devonian aquifers"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", 
""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", 
""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Marshall aquifer"", ""Pennsylvanian aquifers"", 
""Marshall aquifer"", ""Marshall aquifer"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"", ""Other rocks"")"
"04250001","NA"
"04250002","NA"
"04250004","NA"
"04250003","NA"
"04250005","NA"
"04260000","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""New York and New England carbonate-rock aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"")"
"04270105","NA"
"04270202","NA"
"04270201","NA"
"04270204","NA"
"04270106","NA"
"04270203","NA"
"04270102","NA"
"04270101","c(""Other rocks"", ""Other rocks"", ""New York and New England carbonate-rock aquifers"", ""Other rocks"", ""New York and New England carbonate-rock aquifers"")"
"04270103","NA"
"04270104","NA"
"04270107","NA"
"04270205","NA"
"04280001","NA"
"04280002","c(""Other rocks"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""Other rocks"")"
"04290003","c(""Other rocks"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""Other rocks"", ""Other rocks"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04290004","c(""Other rocks"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""Other rocks"")"
"04290006","c(""Other rocks"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04290007","c(""Other rocks"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04290008","c(""New York and New England carbonate-rock aquifers"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04290002","c(""Other rocks"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"")"
"04290001","c(""Other rocks"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York sandstone aquifers"", ""New York sandstone aquifers"", ""New York sandstone aquifers"", ""New York and New England carbonate-rock aquifers"", ""New York and New England carbonate-rock aquifers"")"
