"huc10","combined"
"0503020307","Pennsylvanian aquifers"
"0503020308","Pennsylvanian aquifers"
"0503020310","Pennsylvanian aquifers"
"0503020311","Pennsylvanian aquifers"
"0503020312","Pennsylvanian aquifers"
"0503020104","Pennsylvanian aquifers"
"0503020313","Pennsylvanian aquifers"
"0503020102","Pennsylvanian aquifers"
"0503020105","Pennsylvanian aquifers"
"0503020205","Pennsylvanian aquifers"
"0503020206","Pennsylvanian aquifers"
"0503020204","Pennsylvanian aquifers"
"0503020209","Pennsylvanian aquifers"
"0503020101","Pennsylvanian aquifers"
"0503020106","Pennsylvanian aquifers"
"0503020109","Pennsylvanian aquifers"
"0503020207","Pennsylvanian aquifers"
"0503020110","Pennsylvanian aquifers"
"0503020201","Pennsylvanian aquifers"
"0503010502","Pennsylvanian aquifers"
"0503010305","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503010111","Pennsylvanian aquifers"
"0503020208","Pennsylvanian aquifers"
"0503010109","Pennsylvanian aquifers"
"0503010601","Pennsylvanian aquifers"
"0503020103","Pennsylvanian aquifers"
"0503020304","Pennsylvanian aquifers"
"0503020309","Pennsylvanian aquifers"
"0503010608","Pennsylvanian aquifers"
"0503010101","Pennsylvanian aquifers"
"0503010202","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0503010607","Pennsylvanian aquifers"
"0503020107","Pennsylvanian aquifers"
"0503020108","Pennsylvanian aquifers"
"0503020202","Pennsylvanian aquifers"
"0503020203","Pennsylvanian aquifers"
"0503010206","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0503020401","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503020409","Pennsylvanian aquifers"
"0503010501","Pennsylvanian aquifers"
"0503020402","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503010304","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503010603","Pennsylvanian aquifers"
"0503010203","c(""Other rocks"", ""Mississippian aquifers"")"
"0503020410","Pennsylvanian aquifers"
"0503010104","Pennsylvanian aquifers"
"0503010105","Pennsylvanian aquifers"
"0503010106","Pennsylvanian aquifers"
"0503010107","Pennsylvanian aquifers"
"0503010108","Pennsylvanian aquifers"
"0503010110","Pennsylvanian aquifers"
"0503010301","Pennsylvanian aquifers"
"0503010302","Pennsylvanian aquifers"
"0503010303","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503010306","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503010307","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0503010308","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0503010602","Pennsylvanian aquifers"
"0503010609","Pennsylvanian aquifers"
"0503020403","c(""Other rocks"", ""Mississippian aquifers"")"
"0503020404","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503020405","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503020406","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503010102","Pennsylvanian aquifers"
"0503010103","Pennsylvanian aquifers"
"0503010205","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503010401","Pennsylvanian aquifers"
"0503010503","Pennsylvanian aquifers"
"0503010504","Pennsylvanian aquifers"
"0503010605","Pennsylvanian aquifers"
"0503010610","Pennsylvanian aquifers"
"0503010612","Pennsylvanian aquifers"
"0503010606","Pennsylvanian aquifers"
"0503010611","Pennsylvanian aquifers"
"0503010604","Pennsylvanian aquifers"
"0503020407","Pennsylvanian aquifers"
"0503020408","Pennsylvanian aquifers"
"0503010204","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0503010201","c(""Other rocks"", ""Mississippian aquifers"")"
"0504000111","Pennsylvanian aquifers"
"0504000112","Pennsylvanian aquifers"
"0504000113","Pennsylvanian aquifers"
"0504000114","Pennsylvanian aquifers"
"0504000115","Pennsylvanian aquifers"
"0504000116","Pennsylvanian aquifers"
"0504000201","Mississippian aquifers"
"0504000117","Pennsylvanian aquifers"
"0504000118","Pennsylvanian aquifers"
"0504000119","Pennsylvanian aquifers"
"0504000202","Mississippian aquifers"
"0504000203","Mississippian aquifers"
"0504000204","Mississippian aquifers"
"0504000205","Mississippian aquifers"
"0504000206","Mississippian aquifers"
"0504000207","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000208","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0504000301","Mississippian aquifers"
"0504000302","Mississippian aquifers"
"0504000303","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000304","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000305","Mississippian aquifers"
"0504000306","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0504000307","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0504000308","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0504000402","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000601","Mississippian aquifers"
"0504000309","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0504000401","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000403","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000404","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000405","Pennsylvanian aquifers"
"0504000406","Pennsylvanian aquifers"
"0504000407","Pennsylvanian aquifers"
"0504000408","Pennsylvanian aquifers"
"0504000409","Pennsylvanian aquifers"
"0504000410","Pennsylvanian aquifers"
"0504000411","Pennsylvanian aquifers"
"0504000412","Pennsylvanian aquifers"
"0504000501","Pennsylvanian aquifers"
"0504000502","Pennsylvanian aquifers"
"0504000503","Pennsylvanian aquifers"
"0504000504","Pennsylvanian aquifers"
"0504000505","Pennsylvanian aquifers"
"0504000506","Pennsylvanian aquifers"
"0504000605","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000602","Mississippian aquifers"
"0504000603","Mississippian aquifers"
"0504000604","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000606","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000102","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000101","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000103","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000104","Pennsylvanian aquifers"
"0504000105","Pennsylvanian aquifers"
"0504000106","Pennsylvanian aquifers"
"0504000107","Pennsylvanian aquifers"
"0504000108","Pennsylvanian aquifers"
"0504000109","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0504000110","Pennsylvanian aquifers"
"0505000208","c(""Valley and Ridge aquifers"", ""Mississippian aquifers"")"
"0505000401","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0505000201","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"0505000202","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"0505000302","c(""Valley and Ridge aquifers"", ""Mississippian aquifers"", ""Other rocks"")"
"0505000504","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0505000505","Pennsylvanian aquifers"
"0505000702","Pennsylvanian aquifers"
"0505000501","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0505000503","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0505000104","Piedmont and Blue Ridge crystalline-rock aquifers"
"0505000107","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"")"
"0505000111","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Valley and Ridge aquifers"")"
"0505000105","c(""Valley and Ridge aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"")"
"0505000106","Piedmont and Blue Ridge crystalline-rock aquifers"
"0505000112","c(""Valley and Ridge carbonate-rock aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Valley and Ridge aquifers"")"
"0505000102","Piedmont and Blue Ridge crystalline-rock aquifers"
"0505000206","c(""Valley and Ridge aquifers"", ""Mississippian aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"0505000209","c(""Valley and Ridge aquifers"", ""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0505000210","c(""Valley and Ridge aquifers"", ""Mississippian aquifers"")"
"0505000301","c(""Mississippian aquifers"", ""Other rocks"", ""Pennsylvanian aquifers"")"
"0505000307","c(""Valley and Ridge aquifers"", ""Mississippian aquifers"", ""Other rocks"")"
"0505000204","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"0505000205","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"0505000203","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"0505000703","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0505000705","Pennsylvanian aquifers"
"0505000707","Pennsylvanian aquifers"
"0505000801","Pennsylvanian aquifers"
"0505000802","Pennsylvanian aquifers"
"0505000804","Pennsylvanian aquifers"
"0505000805","Pennsylvanian aquifers"
"0505000806","Pennsylvanian aquifers"
"0505000902","Pennsylvanian aquifers"
"0505000109","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"0505000110","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"0505000113","Piedmont and Blue Ridge crystalline-rock aquifers"
"0505000114","c(""Valley and Ridge carbonate-rock aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Valley and Ridge aquifers"")"
"0505000115","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"0505000116","Piedmont and Blue Ridge crystalline-rock aquifers"
"0505000117","c(""Valley and Ridge carbonate-rock aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Valley and Ridge aquifers"")"
"0505000118","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Valley and Ridge aquifers"", ""Valley and Ridge aquifers"")"
"0505000602","Pennsylvanian aquifers"
"0505000604","Pennsylvanian aquifers"
"0505000701","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"", ""Other rocks"")"
"0505000704","Pennsylvanian aquifers"
"0505000706","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0505000708","Pennsylvanian aquifers"
"0505000709","Pennsylvanian aquifers"
"0505000803","Pennsylvanian aquifers"
"0505000901","Pennsylvanian aquifers"
"0505000903","Pennsylvanian aquifers"
"0505000904","Pennsylvanian aquifers"
"0505000905","Pennsylvanian aquifers"
"0505000906","Pennsylvanian aquifers"
"0505000103","c(""Valley and Ridge aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"")"
"0505000108","c(""Valley and Ridge aquifers"", ""Valley and Ridge carbonate-rock aquifers"", ""Piedmont and Blue Ridge crystalline-rock aquifers"", ""Valley and Ridge carbonate-rock aquifers"")"
"0505000207","c(""Valley and Ridge aquifers"", ""Mississippian aquifers"", ""Other rocks"")"
"0505000303","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"", ""Other rocks"")"
"0505000304","c(""Valley and Ridge aquifers"", ""Mississippian aquifers"", ""Other rocks"", ""Other rocks"")"
"0505000306","c(""Mississippian aquifers"", ""Other rocks"")"
"0505000308","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0505000309","c(""Mississippian aquifers"", ""Other rocks"")"
"0505000402","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0505000403","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0505000502","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0505000506","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0505000507","Pennsylvanian aquifers"
"0505000603","Pennsylvanian aquifers"
"0505000508","Pennsylvanian aquifers"
"0505000601","Pennsylvanian aquifers"
"0505000305","c(""Valley and Ridge aquifers"", ""Other rocks"")"
"0505000101","Piedmont and Blue Ridge crystalline-rock aquifers"
"0506000201","Silurian-Devonian aquifers"
"0506000101","Silurian-Devonian aquifers"
"0506000102","Silurian-Devonian aquifers"
"0506000103","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000104","Silurian-Devonian aquifers"
"0506000105","Silurian-Devonian aquifers"
"0506000106","Silurian-Devonian aquifers"
"0506000107","Silurian-Devonian aquifers"
"0506000309","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000305","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000306","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000308","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000310","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000202","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000108","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"0506000109","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"0506000123","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"0506000110","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000111","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000112","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000113","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000114","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000115","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000116","Other rocks"
"0506000117","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000118","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000119","Silurian-Devonian aquifers"
"0506000120","Silurian-Devonian aquifers"
"0506000121","Silurian-Devonian aquifers"
"0506000122","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000206","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0506000203","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0506000204","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000205","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000207","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0506000208","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0506000209","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0506000210","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000211","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000213","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0506000214","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"0506000215","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"0506000216","c(""Other rocks"", ""Mississippian aquifers"")"
"0506000301","Silurian-Devonian aquifers"
"0506000302","Silurian-Devonian aquifers"
"0506000303","Silurian-Devonian aquifers"
"0506000304","Silurian-Devonian aquifers"
"0506000212","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"0506000307","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"0507020106","Pennsylvanian aquifers"
"0507020103","Pennsylvanian aquifers"
"0507010202","Pennsylvanian aquifers"
"0507020102","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"", ""Mississippian aquifers"")"
"0507020301","Pennsylvanian aquifers"
"0507020302","Pennsylvanian aquifers"
"0507020303","Pennsylvanian aquifers"
"0507020304","Pennsylvanian aquifers"
"0507020305","Pennsylvanian aquifers"
"0507020401","Pennsylvanian aquifers"
"0507020403","Pennsylvanian aquifers"
"0507020202","Pennsylvanian aquifers"
"0507020404","Pennsylvanian aquifers"
"0507020201","Pennsylvanian aquifers"
"0507020203","Pennsylvanian aquifers"
"0507020204","Pennsylvanian aquifers"
"0507020205","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0507020105","Pennsylvanian aquifers"
"0507020104","Pennsylvanian aquifers"
"0507010101","Pennsylvanian aquifers"
"0507010102","Pennsylvanian aquifers"
"0507010103","Pennsylvanian aquifers"
"0507010104","Pennsylvanian aquifers"
"0507010204","Pennsylvanian aquifers"
"0507020402","Pennsylvanian aquifers"
"0507010105","Pennsylvanian aquifers"
"0507010201","Pennsylvanian aquifers"
"0507010203","Pennsylvanian aquifers"
"0507020101","c(""Valley and Ridge aquifers"", ""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0507020206","Pennsylvanian aquifers"
"0507020207","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0508000208","Other rocks"
"0508000307","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000301","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"")"
"0508000302","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000304","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000305","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000306","Other rocks"
"0508000308","Other rocks"
"0508000209","Other rocks"
"0508000110","Silurian-Devonian aquifers"
"0508000102","Silurian-Devonian aquifers"
"0508000104","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000303","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000103","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000105","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000106","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000107","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000201","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000202","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000203","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000204","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000205","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000207","Other rocks"
"0508000206","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000101","Silurian-Devonian aquifers"
"0508000112","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000108","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"")"
"0508000109","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000111","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000113","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000114","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"")"
"0508000115","Silurian-Devonian aquifers"
"0508000116","Silurian-Devonian aquifers"
"0508000117","Silurian-Devonian aquifers"
"0508000118","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0508000119","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"")"
"0508000120","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"", ""Silurian-Devonian aquifers"")"
"0509010202","Pennsylvanian aquifers"
"0509010203","Pennsylvanian aquifers"
"0509010201","Pennsylvanian aquifers"
"0509010101","Pennsylvanian aquifers"
"0509010107","Pennsylvanian aquifers"
"0509010110","Pennsylvanian aquifers"
"0509010102","Pennsylvanian aquifers"
"0509010103","Pennsylvanian aquifers"
"0509010104","Pennsylvanian aquifers"
"0509010105","Pennsylvanian aquifers"
"0509010106","Pennsylvanian aquifers"
"0509010108","Pennsylvanian aquifers"
"0509010109","Pennsylvanian aquifers"
"0509020310","Other rocks"
"0509020302","Other rocks"
"0509020303","Other rocks"
"0509020304","Other rocks"
"0509020305","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020306","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020308","Other rocks"
"0509020109","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020110","Other rocks"
"0509020307","Other rocks"
"0509020309","Other rocks"
"0509020211","Other rocks"
"0509020212","Other rocks"
"0509020214","Other rocks"
"0509020301","Other rocks"
"0509010306","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0509020108","Other rocks"
"0509010301","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0509020102","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0509020106","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020111","Other rocks"
"0509020112","c(""Other rocks"", ""Ordovician aquifers"")"
"0509010303","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0509010304","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0509010401","Pennsylvanian aquifers"
"0509010402","Pennsylvanian aquifers"
"0509010403","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0509010404","Pennsylvanian aquifers"
"0509010405","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0509020101","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"", ""Pennsylvanian aquifers"")"
"0509010302","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0509010305","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0509020103","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"0509020104","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020105","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020107","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020201","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020202","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020203","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020204","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020205","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020206","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020207","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0509020208","Other rocks"
"0509020209","Other rocks"
"0509020213","Other rocks"
"0509020210","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0510010111","c(""Other rocks"", ""Ordovician aquifers"")"
"0510010113","c(""Other rocks"", ""Ordovician aquifers"")"
"0510020507","c(""Other rocks"", ""Ordovician aquifers"")"
"0510010109","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0510010110","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Ordovician aquifers"")"
"0510010112","c(""Other rocks"", ""Ordovician aquifers"")"
"0510010204","c(""Other rocks"", ""Ordovician aquifers"", ""Ordovician aquifers"")"
"0510010205","c(""Other rocks"", ""Ordovician aquifers"")"
"0510020101","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0510020102","Pennsylvanian aquifers"
"0510020103","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0510020104","Pennsylvanian aquifers"
"0510020105","Pennsylvanian aquifers"
"0510020201","Pennsylvanian aquifers"
"0510020305","Pennsylvanian aquifers"
"0510020306","Pennsylvanian aquifers"
"0510020401","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510020402","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510020404","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510020504","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"")"
"0510020505","c(""Other rocks"", ""Ordovician aquifers"")"
"0510010101","Pennsylvanian aquifers"
"0510010103","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510020509","c(""Other rocks"", ""Ordovician aquifers"")"
"0510020506","Ordovician aquifers"
"0510020508","c(""Other rocks"", ""Ordovician aquifers"")"
"0510020510","c(""Other rocks"", ""Ordovician aquifers"")"
"0510020502","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Ordovician aquifers"")"
"0510020503","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Ordovician aquifers"")"
"0510020513","Other rocks"
"0510020514","Other rocks"
"0510010107","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510010108","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510010105","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510010102","Pennsylvanian aquifers"
"0510010104","c(""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510010106","c(""Other rocks"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510010201","c(""Other rocks"", ""Ordovician aquifers"", ""Ordovician aquifers"")"
"0510010202","c(""Other rocks"", ""Ordovician aquifers"")"
"0510010203","c(""Other rocks"", ""Ordovician aquifers"")"
"0510020106","Pennsylvanian aquifers"
"0510020107","Pennsylvanian aquifers"
"0510020202","c(""Pennsylvanian aquifers"", ""Mississippian aquifers"")"
"0510020203","Pennsylvanian aquifers"
"0510020204","Pennsylvanian aquifers"
"0510020301","Pennsylvanian aquifers"
"0510020302","Pennsylvanian aquifers"
"0510020303","Pennsylvanian aquifers"
"0510020304","Pennsylvanian aquifers"
"0510020511","c(""Other rocks"", ""Ordovician aquifers"")"
"0510020512","Other rocks"
"0510020403","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510020405","c(""Other rocks"", ""Silurian-Devonian aquifers"", ""Mississippian aquifers"", ""Pennsylvanian aquifers"")"
"0510020501","c(""Other rocks"", ""Silurian-Devonian aquifers"")"
"0510020515","c(""Other rocks"", ""Ordovician aquifers"")"
"0511000304","Pennsylvanian aquifers"
"0511000505","Pennsylvanian aquifers"
"0511000602","c(""Other rocks"", ""Pennsylvanian aquifers"")"
"0511000106","c(""Other rocks"", ""Mississippian aquifers"", ""Mississippian aquifers"")"
"0511000101","c(""Other rocks"", ""Mississippian aquifers"")"
"0511000102","Other rocks"
"0511000103","c(""Other rocks"", ""Mississippian aquifers"")"
"0511000104","c(""Other rocks"", ""Mississippian aquifers"", ""Mississippian aquifers"")"
"0511000105","c(""Other rocks"", ""Mississippian aquifers"")"
"0511000107","c(""Other rocks"", ""Mississippian aquifers"")"
"0511000405","c(""Other rocks"", ""Pennsylvanian aquifers"")"
"0511000206","c(""Other rocks"", ""Mississippian aquifers"", ""Silurian-Devonian aquifers"")"
