"fun.ppt","fun.solclear","fun.solslope","fun.soltotal","fun.soltrans","fun.tdmean","fun.tmax","fun.tmean","fun.tmin","fun.us_dem","fun.vpdmax","fun.vpdmin","HUC"
1096.6871756938,18.8126324041566,11.7532982328045,11.7660295144836,0.606974607083335,-1.04820594236032,9.24774904393438,3.79118945705357,-1.66626264444038,213.208955223881,7.3144774365781,0.599249244625889,"01010009"
1149.15095350477,19.0691991382175,11.9876497056749,11.9953220155504,0.613205545478397,0.094999997669624,10.6716609530979,5.06277211507161,-0.544438868761063,168.388888888889,8.05665532747904,0.568272206518385,"01010011"
1092.97488908972,18.9801556808442,12.0238815571597,12.0281743464182,0.617111289942706,-0.833486136971278,9.90160850985938,4.25819968619542,-1.38549197091926,255.237816764133,7.90744268220303,0.630622803583945,"01010004"
1135.36584472656,19.0434337898537,11.959598797339,11.9635681929412,0.612583318794215,-0.0215731468741541,10.5161969220197,4.96018041504754,-0.595273132125537,190.138888888889,8.0299914766241,0.592762951497678,"01010005"
1088.98148957464,18.8138506794704,11.7113470193994,11.7243516135762,0.605598460626966,-1.46197858703045,8.64098450245748,3.27403655124985,-2.09320223376951,308.702290076336,7.09854868168139,0.601127464352673,"01010008"
1100.0451299494,18.9614600557269,12.0273648753311,12.0276027159257,0.618456041271036,-0.254999993876977,10.1854512330258,4.72332869154034,-0.739690891721032,186.666666666667,7.91408316294352,0.632121195395788,"01010010"
1200.36986712831,19.1742922811797,11.59290636814,11.605162152377,0.584098167852922,-1.05290603493199,8.84544698830807,3.49496960639954,-1.85575024286906,432.175757575758,7.20496890328147,0.517570289156654,"01010006"
1088.85934594636,19.0298504213565,11.7459037682227,11.7563650370524,0.599635039748301,-1.5867117687345,9.10456656705849,3.48158476889353,-2.14198370481329,367.586715867159,7.56605000161597,0.64814389433808,"01010002"
1090.86122460459,18.8827916407118,11.835005087011,11.8434761739245,0.609857827717183,-1.11048575562845,9.16371789633059,3.76901656155493,-1.62607299142024,278.901960784314,7.37661648731606,0.639505873415984,"01010003"
1114.51371433424,18.926788892147,11.7164943897782,11.7196639885649,0.601150709649791,-1.55173232359587,8.79680411942339,3.28395209220297,-2.22869075150881,345.971014492754,7.28323654045805,0.586599020134424,"01010007"
1168.76573745427,19.2295238110899,11.9245112980482,11.938554628151,0.602873286350551,-0.923671308562518,9.72358223228538,4.08780863952845,-1.54817872933831,375.415754923414,7.8323137848852,0.6090732870921,"01020001"
1163.0999203526,19.1231184767226,11.9448898264664,11.9714936194764,0.609296181356046,-0.983037237708276,10.2123115434393,4.33668428455469,-1.53965128377477,308.916349809886,8.30972526463266,0.630831926947764,"01020002"
1191.20350946444,19.1323943034139,12.1596654434442,12.15966699725,0.621343286980721,0.166821801976948,11.0634165226113,5.3464067197663,-0.370557311098338,173.180685358255,8.45753401313615,0.614359802360475,"01020003"
1205.89470891669,19.2941902777543,12.3791531635196,12.3829881365937,0.627096684065589,-0.065743560315703,10.8184073010687,5.19276256923235,-0.433134312314218,254.148514851485,8.35425192137363,0.705870608685434,"01020004"
1163.64842788816,19.2697288295415,12.4629506783223,12.4658422038311,0.635181085448565,0.982139541202877,12.049538475322,6.30438506133913,0.559288961552524,96.0295275590551,8.94481433188821,0.638421838208446,"01020005"
1152.72617073519,19.3572600548526,12.0873957944204,12.1136611283544,0.60669667067298,-0.730720461290105,9.41683017058545,3.99574657592429,-1.42608068228127,438.487951807229,7.39933564864009,0.597852394433625,"01030001"
1182.57156594594,19.4548901220163,12.1719445039829,12.2132632136345,0.60711561050266,-0.696560396444208,9.30947112292051,3.8570774992307,-1.59509943922361,527.869791666667,7.37729042271773,0.525151548286279,"01030002"
