"fun.ppt","fun.solclear","fun.solslope","fun.soltotal","fun.soltrans","fun.tdmean","fun.tmax","fun.tmean","fun.tmin","fun.us_dem","fun.vpdmax","fun.vpdmin","HUC"
1112.22361996299,18.9893522262573,11.8353128433228,11.8469865698563,0.60663156132949,-1.41157101643713,8.61525236932855,3.36368147323006,-1.88946838755357,406.921052631579,7.06262875858106,0.668665771421633,"0101000206"
1082.09569235409,18.9507301106172,11.7805585300221,11.794858528586,0.604576455144321,-1.59917172403897,8.91375152363497,3.35540813838734,-2.20399170763352,348.247058823529,7.39235158808091,0.633987042483162,"0101000207"
1091.22649797712,18.9128309794835,11.916552570888,11.9150297028678,0.612927131141935,-0.912422834975379,9.29127690451486,3.97542129584721,-1.33985139429569,288.428571428571,7.47399835586548,0.650279993670327,"0101000302"
1084.68106014171,18.8411718530858,11.7803092611597,11.7859124832965,0.607969132509637,-1.04999571846441,9.20191041459429,3.80734033787504,-1.58786804054646,240.127659574468,7.3156381312837,0.633294671773911,"0101000303"
1087.97765815549,18.8515457525486,11.6950119065075,11.7125435573299,0.603758522650091,-1.15341216616514,8.66414121302163,3.52243893320968,-1.61950971077128,304.19512195122,6.95487788828408,0.647312180298131,"0101000304"
1117.28314519333,18.7989131798178,11.7059946060181,11.7136335857844,0.605479646537263,-1.43066945116399,8.50710991681632,3.22235584663132,-2.06304739491414,324.762711864407,7.01830323267791,0.575394899158154,"0101000804"
1098.35388183594,18.7900394439697,11.6821996688843,11.7070596694946,0.605419981479645,-1.52999997138977,8.56999959945679,3.19799990653992,-2.17599995136261,307.6,7.11599979400635,0.569979977607727,"0101000807"
1104.1611328125,18.7474746704102,11.7484245300293,11.7459120750427,0.608924984931946,-1.62124994397163,8.7412371635437,3.19873741269112,-2.33998745679855,279.25,7.29124981164932,0.561212487518787,"0101000803"
1194.47835286458,18.7290992736816,11.7445996602376,11.7452662785848,0.60973330338796,-1.6133333047231,8.52999973297119,3.13666661580404,-2.25329987208048,308.333333333333,7.12999979654948,0.56329999367396,"0101000802"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0101000810"
1143.09949874878,19.0401808023453,11.5809902846813,11.5883560180664,0.588971860706806,-1.6103062145412,9.00155606865883,3.39312487840652,-2.21468118205667,363.5,7.49656231701374,0.616546865552664,"0101000701"
1201.03916015625,19.0470475769043,11.5471076965332,11.5465517044067,0.586007988452911,-1.44119996547699,8.9831957244873,3.38079990386963,-2.22159193515778,368.12,7.45559980392456,0.555183985233307,"0101000604"
1141.98328993056,18.9819995032416,11.6587774841874,11.6648108517682,0.596055540773604,-1.65998884042104,8.98999609770598,3.32222213568511,-2.34517770784873,346.148148148148,7.50111094227544,0.59776665325518,"0101000703"
